TicketID;Price;SeatLocation
0130002C02;106.65;Rear Mezzanine
0130002C03;106.65;Rear Mezzanine
0130002C04;106.65;Rear Mezzanine
0130002C05;106.65;Rear Mezzanine
0130002C06;106.65;Rear Mezzanine
0130002C07;106.65;Rear Mezzanine
0130002C08;106.65;Rear Mezzanine
0130002C09;106.65;Rear Mezzanine
0130002C10;106.65;Rear Mezzanine
0140001A01;225.45;Orchestra
0140001A02;225.45;Orchestra
0140001A03;225.45;Orchestra
0140001A04;225.45;Orchestra
0140001A05;225.45;Orchestra
0140001A06;225.45;Orchestra
0140001A07;225.45;Orchestra
0140001A08;225.45;Orchestra
0140001A09;225.45;Orchestra
0140001A10;225.45;Orchestra
0140001B01;225.45;Front Mezzanine
0140001B02;225.45;Front Mezzanine
0140001B03;225.45;Front Mezzanine
0140001B04;225.45;Front Mezzanine
0140001B05;225.45;Front Mezzanine
0140001B06;225.45;Front Mezzanine
0140001B07;225.45;Front Mezzanine
0140001B08;225.45;Front Mezzanine
0140001B09;225.45;Front Mezzanine
0140001B10;225.45;Front Mezzanine
0140001C01;144.45;Rear Mezzanine
0140001C02;144.45;Rear Mezzanine
0140001C03;144.45;Rear Mezzanine
0140001C04;144.45;Rear Mezzanine
0140001C05;144.45;Rear Mezzanine
0140001C06;144.45;Rear Mezzanine
0140001C07;144.45;Rear Mezzanine
0140001C08;144.45;Rear Mezzanine
0140001C09;144.45;Rear Mezzanine
0140001C10;144.45;Rear Mezzanine
0140002A01;225.45;Orchestra
0140002A02;225.45;Orchestra
0140002A03;225.45;Orchestra
0140002A04;225.45;Orchestra
0140002A05;225.45;Orchestra
0140002A06;225.45;Orchestra
0140002A07;225.45;Orchestra
0140002A08;225.45;Orchestra
0140002A09;225.45;Orchestra
0140002A10;225.45;Orchestra
0140002B01;225.45;Front Mezzanine
0140002B02;225.45;Front Mezzanine
0140002B03;225.45;Front Mezzanine
0140002B04;225.45;Front Mezzanine
0140002B05;225.45;Front Mezzanine
0140002B06;225.45;Front Mezzanine
0140002B07;225.45;Front Mezzanine
0140002B08;225.45;Front Mezzanine
0140002B09;225.45;Front Mezzanine
0140002B10;225.45;Front Mezzanine
0140002C01;144.45;Rear Mezzanine
0140002C02;144.45;Rear Mezzanine
0140002C03;144.45;Rear Mezzanine
0140002C04;144.45;Rear Mezzanine
0140002C05;144.45;Rear Mezzanine
0140002C06;144.45;Rear Mezzanine
0140002C07;144.45;Rear Mezzanine
0140002C08;144.45;Rear Mezzanine
0140002C09;144.45;Rear Mezzanine
0140002C10;144.45;Rear Mezzanine
0150001A01;249.75;Orchestra
0150001A02;249.75;Orchestra
0150001A03;249.75;Orchestra
0150001A04;249.75;Orchestra
0150001A05;249.75;Orchestra
0150001A06;249.75;Orchestra
0150001A07;249.75;Orchestra
0150001A08;249.75;Orchestra
0150001A09;249.75;Orchestra
0150001A10;249.75;Orchestra
0150001B01;137.7;Front Mezzanine
0150001B02;137.7;Front Mezzanine
0150001B03;137.7;Front Mezzanine
0150001B04;137.7;Front Mezzanine
0150001B05;137.7;Front Mezzanine
0150001B06;137.7;Front Mezzanine
0150001B07;137.7;Front Mezzanine
0150001B08;137.7;Front Mezzanine
0150001B09;137.7;Front Mezzanine
0150001B10;137.7;Front Mezzanine
0150001C01;103.95;Rear Mezzanine
0150001C02;103.95;Rear Mezzanine
0150001C03;103.95;Rear Mezzanine
0150001C04;103.95;Rear Mezzanine
0150001C05;103.95;Rear Mezzanine
0150001C06;103.95;Rear Mezzanine
0150001C07;103.95;Rear Mezzanine
0150001C08;103.95;Rear Mezzanine
0150001C09;103.95;Rear Mezzanine
0150001C10;103.95;Rear Mezzanine
0150002A01;249.75;Orchestra
0150002A02;249.75;Orchestra
0150002A03;249.75;Orchestra
0150002A04;249.75;Orchestra
0150002A05;249.75;Orchestra
0150002A06;249.75;Orchestra
0150002A07;249.75;Orchestra
0150002A08;249.75;Orchestra
0150002A09;249.75;Orchestra
0150002A10;249.75;Orchestra
0150002B01;137.7;Front Mezzanine
0150002B02;137.7;Front Mezzanine
0150002B03;137.7;Front Mezzanine
0150002B04;137.7;Front Mezzanine
0150002B05;137.7;Front Mezzanine
0150002B06;137.7;Front Mezzanine
0150002B07;137.7;Front Mezzanine
0150002B08;137.7;Front Mezzanine
0150002B09;137.7;Front Mezzanine
0150002B10;137.7;Front Mezzanine
0150002C01;103.95;Rear Mezzanine
0150002C02;103.95;Rear Mezzanine
0150002C03;103.95;Rear Mezzanine
0150002C04;103.95;Rear Mezzanine
0150002C05;103.95;Rear Mezzanine
0150002C06;103.95;Rear Mezzanine
0150002C07;103.95;Rear Mezzanine
0150002C08;103.95;Rear Mezzanine
0150002C09;103.95;Rear Mezzanine
0150002C10;103.95;Rear Mezzanine
0160001A01;205.2;Orchestra
0160001A02;205.2;Orchestra
0160001A03;205.2;Orchestra
0160001A04;205.2;Orchestra
0160001A05;205.2;Orchestra
0160001A06;205.2;Orchestra
0160001A07;205.2;Orchestra
0160001A08;205.2;Orchestra
0160001A09;205.2;Orchestra
0160001A10;205.2;Orchestra
0160001B01;116.1;Front Mezzanine
0160001B02;116.1;Front Mezzanine
0160001B03;116.1;Front Mezzanine
0160001B04;116.1;Front Mezzanine
0160001B05;116.1;Front Mezzanine
0160001B06;116.1;Front Mezzanine
0160001B07;116.1;Front Mezzanine
0160001B08;116.1;Front Mezzanine
0160001B09;116.1;Front Mezzanine
0160001B10;116.1;Front Mezzanine
0160001C01;79.65;Rear Mezzanine
0160001C02;79.65;Rear Mezzanine
0160001C03;79.65;Rear Mezzanine
0160001C04;79.65;Rear Mezzanine
0160001C05;79.65;Rear Mezzanine
0160001C06;79.65;Rear Mezzanine
0160001C07;79.65;Rear Mezzanine
0160001C08;79.65;Rear Mezzanine
0160001C09;79.65;Rear Mezzanine
0160001C10;79.65;Rear Mezzanine
0160002A01;205.2;Orchestra
0160002A02;205.2;Orchestra
0160002A03;205.2;Orchestra
0160002A04;205.2;Orchestra
0160002A05;205.2;Orchestra
0160002A06;205.2;Orchestra
0160002A07;205.2;Orchestra
0160002A08;205.2;Orchestra
0160002A09;205.2;Orchestra
0160002A10;205.2;Orchestra
0160002B01;116.1;Front Mezzanine
0160002B02;116.1;Front Mezzanine
0160002B03;116.1;Front Mezzanine
0160002B04;116.1;Front Mezzanine
0160002B05;116.1;Front Mezzanine
0160002B06;116.1;Front Mezzanine
0160002B07;116.1;Front Mezzanine
0160002B08;116.1;Front Mezzanine
0160002B09;116.1;Front Mezzanine
0160002B10;116.1;Front Mezzanine
0160002C01;79.65;Rear Mezzanine
0160002C02;79.65;Rear Mezzanine
0160002C03;79.65;Rear Mezzanine
0160002C04;79.65;Rear Mezzanine
0160002C05;79.65;Rear Mezzanine
0160002C06;79.65;Rear Mezzanine
0160002C07;79.65;Rear Mezzanine
0160002C08;79.65;Rear Mezzanine
0160002C09;79.65;Rear Mezzanine
0160002C10;79.65;Rear Mezzanine
0170001A01;211.95;Orchestra
0170001A02;211.95;Orchestra
0170001A03;211.95;Orchestra
0170001A04;211.95;Orchestra
0170001A05;211.95;Orchestra
0170001A06;211.95;Orchestra
0170001A07;211.95;Orchestra
0170001A08;211.95;Orchestra
0170001A09;211.95;Orchestra
0170001A10;211.95;Orchestra
0170001B01;211.95;Front Mezzanine
0170001B02;211.95;Front Mezzanine
0170001B03;211.95;Front Mezzanine
0170001B04;211.95;Front Mezzanine
0170001B05;211.95;Front Mezzanine
0170001B06;211.95;Front Mezzanine
0170001B07;211.95;Front Mezzanine
0170001B08;211.95;Front Mezzanine
0170001B09;211.95;Front Mezzanine
0170001B10;211.95;Front Mezzanine
0170001C01;117.45;Rear Mezzanine
0170001C02;117.45;Rear Mezzanine
0170001C03;117.45;Rear Mezzanine
0170001C04;117.45;Rear Mezzanine
0170001C05;117.45;Rear Mezzanine
0170001C06;117.45;Rear Mezzanine
0170001C07;117.45;Rear Mezzanine
0170001C08;117.45;Rear Mezzanine
0170001C09;117.45;Rear Mezzanine
0170001C10;117.45;Rear Mezzanine
0170002A01;211.95;Orchestra
0170002A02;211.95;Orchestra
0170002A03;211.95;Orchestra
0170002A04;211.95;Orchestra
0170002A05;211.95;Orchestra
0170002A06;211.95;Orchestra
0170002A07;211.95;Orchestra
0170002A08;211.95;Orchestra
0170002A09;211.95;Orchestra
0170002A10;211.95;Orchestra
0170002B01;211.95;Front Mezzanine
0170002B02;211.95;Front Mezzanine
0170002B03;211.95;Front Mezzanine
0170002B04;211.95;Front Mezzanine
0170002B05;211.95;Front Mezzanine
0170002B06;211.95;Front Mezzanine
0170002B07;211.95;Front Mezzanine
0170002B08;211.95;Front Mezzanine
0170002B09;211.95;Front Mezzanine
0170002B10;211.95;Front Mezzanine
0170002C01;117.45;Rear Mezzanine
0170002C02;117.45;Rear Mezzanine
0170002C03;117.45;Rear Mezzanine
0170002C04;117.45;Rear Mezzanine
0170002C05;117.45;Rear Mezzanine
0170002C06;117.45;Rear Mezzanine
0170002C07;117.45;Rear Mezzanine
0170002C08;117.45;Rear Mezzanine
0170002C09;117.45;Rear Mezzanine
0170002C10;117.45;Rear Mezzanine
0180001A01;178.2;Orchestra
0180001A02;178.2;Orchestra
0180001A03;178.2;Orchestra
0180001A04;178.2;Orchestra
0180001A05;178.2;Orchestra
0180001A06;178.2;Orchestra
0180001A07;178.2;Orchestra
0180001A08;178.2;Orchestra
0180001A09;178.2;Orchestra
0180001A10;178.2;Orchestra
0180001B01;178.2;Front Mezzanine
0180001B02;178.2;Front Mezzanine
0180001B03;178.2;Front Mezzanine
0180001B04;178.2;Front Mezzanine
0180001B05;178.2;Front Mezzanine
0180001B06;178.2;Front Mezzanine
0180001B07;178.2;Front Mezzanine
0180001B08;178.2;Front Mezzanine
0180001B09;178.2;Front Mezzanine
0180001B10;178.2;Front Mezzanine
0180001C01;124.2;Rear Mezzanine
0180001C02;124.2;Rear Mezzanine
0180001C03;124.2;Rear Mezzanine
0180001C04;124.2;Rear Mezzanine
0180001C05;124.2;Rear Mezzanine
0180001C06;124.2;Rear Mezzanine
0180001C07;124.2;Rear Mezzanine
0180001C08;124.2;Rear Mezzanine
0180001C09;124.2;Rear Mezzanine
0180001C10;124.2;Rear Mezzanine
0180002A01;178.2;Orchestra
0180002A02;178.2;Orchestra
0180002A03;178.2;Orchestra
0180002A04;178.2;Orchestra
0180002A05;178.2;Orchestra
0180002A06;178.2;Orchestra
0180002A07;178.2;Orchestra
0180002A08;178.2;Orchestra
0180002A09;178.2;Orchestra
0180002A10;178.2;Orchestra
0180002B01;178.2;Front Mezzanine
0180002B02;178.2;Front Mezzanine
0180002B03;178.2;Front Mezzanine
0180002B04;178.2;Front Mezzanine
0180002B05;178.2;Front Mezzanine
0180002B06;178.2;Front Mezzanine
0180002B07;178.2;Front Mezzanine
0180002B08;178.2;Front Mezzanine
0180002B09;178.2;Front Mezzanine
0180002B10;178.2;Front Mezzanine
0180002C01;124.2;Rear Mezzanine
0180002C02;124.2;Rear Mezzanine
0180002C03;124.2;Rear Mezzanine
0180002C04;124.2;Rear Mezzanine
0180002C05;124.2;Rear Mezzanine
0180002C06;124.2;Rear Mezzanine
0180002C07;124.2;Rear Mezzanine
0180002C08;124.2;Rear Mezzanine
0180002C09;124.2;Rear Mezzanine
0180002C10;124.2;Rear Mezzanine
0190001A01;225.45;Orchestra
0190001A02;225.45;Orchestra
0190001A03;225.45;Orchestra
0190001A04;225.45;Orchestra
0190001A05;225.45;Orchestra
0190001A06;225.45;Orchestra
0190001A07;225.45;Orchestra
0190001A08;225.45;Orchestra
0190001A09;225.45;Orchestra
0190001A10;225.45;Orchestra
0190001B01;225.45;Front Mezzanine
0190001B02;225.45;Front Mezzanine
0190001B03;225.45;Front Mezzanine
0190001B04;225.45;Front Mezzanine
0190001B05;225.45;Front Mezzanine
0190001B06;225.45;Front Mezzanine
0190001B07;225.45;Front Mezzanine
0190001B08;225.45;Front Mezzanine
0190001B09;225.45;Front Mezzanine
0190001B10;225.45;Front Mezzanine
0190001C01;157.95;Rear Mezzanine
0190001C02;157.95;Rear Mezzanine
0190001C03;157.95;Rear Mezzanine
0190001C04;157.95;Rear Mezzanine
0190001C05;157.95;Rear Mezzanine
0190001C06;157.95;Rear Mezzanine
0190001C07;157.95;Rear Mezzanine
0190001C08;157.95;Rear Mezzanine
0190001C09;157.95;Rear Mezzanine
0190001C10;157.95;Rear Mezzanine
0190002A01;225.45;Orchestra
0190002A02;225.45;Orchestra
0190002A03;225.45;Orchestra
0190002A04;225.45;Orchestra
0190002A05;225.45;Orchestra
0190002A06;225.45;Orchestra
0190002A07;225.45;Orchestra
0190002A08;225.45;Orchestra
0190002A09;225.45;Orchestra
0190002A10;225.45;Orchestra
0190002B01;225.45;Front Mezzanine
0190002B02;225.45;Front Mezzanine
0190002B03;225.45;Front Mezzanine
0190002B04;225.45;Front Mezzanine
0190002B05;225.45;Front Mezzanine
0190002B06;225.45;Front Mezzanine
0190002B07;225.45;Front Mezzanine
0190002B08;225.45;Front Mezzanine
0190002B09;225.45;Front Mezzanine
0190002B10;225.45;Front Mezzanine
0190002C01;157.95;Rear Mezzanine
0190002C02;157.95;Rear Mezzanine
0190002C03;157.95;Rear Mezzanine
0190002C04;157.95;Rear Mezzanine
0190002C05;157.95;Rear Mezzanine
0190002C06;157.95;Rear Mezzanine
0190002C07;157.95;Rear Mezzanine
0190002C08;157.95;Rear Mezzanine
0190002C09;157.95;Rear Mezzanine
0190002C10;157.95;Rear Mezzanine
0200001A01;225.45;Orchestra
0200001A02;225.45;Orchestra
0200001A03;225.45;Orchestra
0200001A04;225.45;Orchestra
0200001A05;225.45;Orchestra
0200001A06;225.45;Orchestra
0200001A07;225.45;Orchestra
0200001A08;225.45;Orchestra
0200001A09;225.45;Orchestra
0200001A10;225.45;Orchestra
0200001B01;130.95;Front Mezzanine
0200001B02;130.95;Front Mezzanine
0200001B03;130.95;Front Mezzanine
0200001B04;130.95;Front Mezzanine
0200001B05;130.95;Front Mezzanine
0200001B06;130.95;Front Mezzanine
0200001B07;130.95;Front Mezzanine
0200001B08;130.95;Front Mezzanine
0200001B09;130.95;Front Mezzanine
0200001B10;130.95;Front Mezzanine
0200001C01;103.95;Rear Mezzanine
0200001C02;103.95;Rear Mezzanine
0200001C03;103.95;Rear Mezzanine
0200001C04;103.95;Rear Mezzanine
0200001C05;103.95;Rear Mezzanine
0200001C06;103.95;Rear Mezzanine
0200001C07;103.95;Rear Mezzanine
0200001C08;103.95;Rear Mezzanine
0200001C09;103.95;Rear Mezzanine
0200001C10;103.95;Rear Mezzanine
0200002A01;225.45;Orchestra
0200002A02;225.45;Orchestra
0200002A03;225.45;Orchestra
0200002A04;225.45;Orchestra
0200002A05;225.45;Orchestra
0200002A06;225.45;Orchestra
0200002A07;225.45;Orchestra
0200002A08;225.45;Orchestra
0200002A09;225.45;Orchestra
0200002A10;225.45;Orchestra
0200002B01;130.95;Front Mezzanine
0200002B02;130.95;Front Mezzanine
0200002B03;130.95;Front Mezzanine
0200002B04;130.95;Front Mezzanine
0200002B05;130.95;Front Mezzanine
0200002B06;130.95;Front Mezzanine
0200002B07;130.95;Front Mezzanine
0200002B08;130.95;Front Mezzanine
0200002B09;130.95;Front Mezzanine
0200002B10;130.95;Front Mezzanine
0200002C01;103.95;Rear Mezzanine
0200002C02;103.95;Rear Mezzanine
0200002C03;103.95;Rear Mezzanine
0200002C04;103.95;Rear Mezzanine
0200002C05;103.95;Rear Mezzanine
0200002C06;103.95;Rear Mezzanine
0200002C07;103.95;Rear Mezzanine
0200002C08;103.95;Rear Mezzanine
0200002C09;103.95;Rear Mezzanine
0200002C10;103.95;Rear Mezzanine
0210001A01;184.95;Orchestra
0210001A02;184.95;Orchestra
0210001A03;184.95;Orchestra
0210001A04;184.95;Orchestra
0210001A05;184.95;Orchestra
0210001A06;184.95;Orchestra
0210001A07;184.95;Orchestra
0210001A08;184.95;Orchestra
0210001A09;184.95;Orchestra
0210001A10;184.95;Orchestra
0210001B01;168.75;Front Mezzanine
0210001B02;168.75;Front Mezzanine
0210001B03;168.75;Front Mezzanine
0210001B04;168.75;Front Mezzanine
0210001B05;168.75;Front Mezzanine
0210001B06;168.75;Front Mezzanine
0210001B07;168.75;Front Mezzanine
0210001B08;168.75;Front Mezzanine
0210001B09;168.75;Front Mezzanine
0210001B10;168.75;Front Mezzanine
0210001C01;120.15;Rear Mezzanine
0210001C02;120.15;Rear Mezzanine
0210001C03;120.15;Rear Mezzanine
0210001C04;120.15;Rear Mezzanine
0210001C05;120.15;Rear Mezzanine
0210001C06;120.15;Rear Mezzanine
0210001C07;120.15;Rear Mezzanine
0210001C08;120.15;Rear Mezzanine
0210001C09;120.15;Rear Mezzanine
0210001C10;120.15;Rear Mezzanine
0210002A01;184.95;Orchestra
0210002A02;184.95;Orchestra
0210002A03;184.95;Orchestra
0210002A04;184.95;Orchestra
0210002A05;184.95;Orchestra
0210002A06;184.95;Orchestra
0210002A07;184.95;Orchestra
0210002A08;184.95;Orchestra
0210002A09;184.95;Orchestra
0210002A10;184.95;Orchestra
0210002B01;168.75;Front Mezzanine
0210002B02;168.75;Front Mezzanine
0210002B03;168.75;Front Mezzanine
0210002B04;168.75;Front Mezzanine
0210002B05;168.75;Front Mezzanine
0210002B06;168.75;Front Mezzanine
0210002B07;168.75;Front Mezzanine
0210002B08;168.75;Front Mezzanine
0210002B09;168.75;Front Mezzanine
0210002B10;168.75;Front Mezzanine
0210002C01;120.15;Rear Mezzanine
0210002C02;120.15;Rear Mezzanine
0210002C03;120.15;Rear Mezzanine
0210002C04;120.15;Rear Mezzanine
0210002C05;120.15;Rear Mezzanine
0210002C06;120.15;Rear Mezzanine
0210002C07;120.15;Rear Mezzanine
0210002C08;120.15;Rear Mezzanine
0210002C09;120.15;Rear Mezzanine
0210002C10;120.15;Rear Mezzanine
0220001A01;184.95;Orchestra
0220001A02;184.95;Orchestra
0220001A03;184.95;Orchestra
0220001A04;184.95;Orchestra
0220001A05;184.95;Orchestra
0220001A06;184.95;Orchestra
0220001A07;184.95;Orchestra
0220001A08;184.95;Orchestra
0220001A09;184.95;Orchestra
0220001A10;184.95;Orchestra
0220001B01;184.95;Front Mezzanine
0220001B02;184.95;Front Mezzanine
0220001B03;184.95;Front Mezzanine
0220001B04;184.95;Front Mezzanine
0220001B05;184.95;Front Mezzanine
0220001B06;184.95;Front Mezzanine
0220001B07;184.95;Front Mezzanine
0220001B08;184.95;Front Mezzanine
0220001B09;184.95;Front Mezzanine
0220001B10;184.95;Front Mezzanine
0220001C01;134.33;Rear Mezzanine
0220001C02;134.33;Rear Mezzanine
0220001C03;134.33;Rear Mezzanine
0220001C04;134.33;Rear Mezzanine
0220001C05;134.33;Rear Mezzanine
0220001C06;134.33;Rear Mezzanine
0220001C07;134.33;Rear Mezzanine
0220001C08;134.33;Rear Mezzanine
0220001C09;134.33;Rear Mezzanine
0220001C10;134.33;Rear Mezzanine
0220002A01;184.95;Orchestra
0220002A02;184.95;Orchestra
0220002A03;184.95;Orchestra
0220002A04;184.95;Orchestra
0220002A05;184.95;Orchestra
0220002A06;184.95;Orchestra
0220002A07;184.95;Orchestra
0220002A08;184.95;Orchestra
0220002A09;184.95;Orchestra
0220002A10;184.95;Orchestra
0220002B01;184.95;Front Mezzanine
0220002B02;184.95;Front Mezzanine
0220002B03;184.95;Front Mezzanine
0220002B04;184.95;Front Mezzanine
0220002B05;184.95;Front Mezzanine
0220002B06;184.95;Front Mezzanine
0220002B07;184.95;Front Mezzanine
0220002B08;184.95;Front Mezzanine
0220002B09;184.95;Front Mezzanine
0220002B10;184.95;Front Mezzanine
0220002C01;134.33;Rear Mezzanine
0220002C02;134.33;Rear Mezzanine
0220002C03;134.33;Rear Mezzanine
0220002C04;134.33;Rear Mezzanine
0220002C05;134.33;Rear Mezzanine
0220002C06;134.33;Rear Mezzanine
0220002C07;134.33;Rear Mezzanine
0220002C08;134.33;Rear Mezzanine
0220002C09;134.33;Rear Mezzanine
0220002C10;134.33;Rear Mezzanine
0230001A01;212.63;Orchestra
0230001A02;212.63;Orchestra
0230001A03;212.63;Orchestra
0230001A04;212.63;Orchestra
0230001A05;212.63;Orchestra
0230001A06;212.63;Orchestra
0230001A07;212.63;Orchestra
0230001A08;212.63;Orchestra
0230001A09;212.63;Orchestra
0230001A10;212.63;Orchestra
0230001B01;186.3;Front Mezzanine
0230001B02;186.3;Front Mezzanine
0230001B03;186.3;Front Mezzanine
0230001B04;186.3;Front Mezzanine
0230001B05;186.3;Front Mezzanine
0230001B06;186.3;Front Mezzanine
0230001B07;186.3;Front Mezzanine
0230001B08;186.3;Front Mezzanine
0230001B09;186.3;Front Mezzanine
0230001B10;186.3;Front Mezzanine
0230001C01;158.63;Rear Mezzanine
0230001C02;158.63;Rear Mezzanine
0230001C03;158.63;Rear Mezzanine
0230001C04;158.63;Rear Mezzanine
0230001C05;158.63;Rear Mezzanine
0230001C06;158.63;Rear Mezzanine
0230001C07;158.63;Rear Mezzanine
0230001C08;158.63;Rear Mezzanine
0230001C09;158.63;Rear Mezzanine
0230001C10;158.63;Rear Mezzanine
0230002A01;212.63;Orchestra
0230002A02;212.63;Orchestra
0230002A03;212.63;Orchestra
0230002A04;212.63;Orchestra
0230002A05;212.63;Orchestra
0230002A06;212.63;Orchestra
0230002A07;212.63;Orchestra
0230002A08;212.63;Orchestra
0230002A09;212.63;Orchestra
0230002A10;212.63;Orchestra
0230002B01;186.3;Front Mezzanine
0230002B02;186.3;Front Mezzanine
0230002B03;186.3;Front Mezzanine
0230002B04;186.3;Front Mezzanine
0230002B05;186.3;Front Mezzanine
0230002B06;186.3;Front Mezzanine
0230002B07;186.3;Front Mezzanine
0230002B08;186.3;Front Mezzanine
0230002B09;186.3;Front Mezzanine
0230002B10;186.3;Front Mezzanine
0230002C01;158.63;Rear Mezzanine
0230002C02;158.63;Rear Mezzanine
0230002C03;158.63;Rear Mezzanine
0230002C04;158.63;Rear Mezzanine
0230002C05;158.63;Rear Mezzanine
0230002C06;158.63;Rear Mezzanine
0230002C07;158.63;Rear Mezzanine
0230002C08;158.63;Rear Mezzanine
0230002C09;158.63;Rear Mezzanine
0230002C10;158.63;Rear Mezzanine
0240001A01;201.83;Orchestra
0240001A02;201.83;Orchestra
0240001A03;201.83;Orchestra
0240001A04;201.83;Orchestra
0240001A05;201.83;Orchestra
0240001A06;201.83;Orchestra
0240001A07;201.83;Orchestra
0240001A08;201.83;Orchestra
0240001A09;201.83;Orchestra
0240001A10;201.83;Orchestra
0240001B01;201.83;Front Mezzanine
0240001B02;201.83;Front Mezzanine
0240001B03;201.83;Front Mezzanine
0240001B04;201.83;Front Mezzanine
0240001B05;201.83;Front Mezzanine
0240001B06;201.83;Front Mezzanine
0240001B07;201.83;Front Mezzanine
0240001B08;201.83;Front Mezzanine
0240001B09;201.83;Front Mezzanine
0240001B10;201.83;Front Mezzanine
0240001C01;94.5;Rear Mezzanine
0240001C02;94.5;Rear Mezzanine
0240001C03;94.5;Rear Mezzanine
0240001C04;94.5;Rear Mezzanine
0240001C05;94.5;Rear Mezzanine
0240001C06;94.5;Rear Mezzanine
0240001C07;94.5;Rear Mezzanine
0240001C08;94.5;Rear Mezzanine
0240001C09;94.5;Rear Mezzanine
0240001C10;94.5;Rear Mezzanine
0240002A01;201.83;Orchestra
0240002A02;201.83;Orchestra
0240002A03;201.83;Orchestra
0240002A04;201.83;Orchestra
0240002A05;201.83;Orchestra
0240002A06;201.83;Orchestra
0240002A07;201.83;Orchestra
0240002A08;201.83;Orchestra
0240002A09;201.83;Orchestra
0240002A10;201.83;Orchestra
0240002B01;201.83;Front Mezzanine
0240002B02;201.83;Front Mezzanine
0240002B03;201.83;Front Mezzanine
0240002B04;201.83;Front Mezzanine
0240002B05;201.83;Front Mezzanine
0240002B06;201.83;Front Mezzanine
0240002B07;201.83;Front Mezzanine
0240002B08;201.83;Front Mezzanine
0240002B09;201.83;Front Mezzanine
0240002B10;201.83;Front Mezzanine
0240002C01;94.5;Rear Mezzanine
0240002C02;94.5;Rear Mezzanine
0240002C03;94.5;Rear Mezzanine
0240002C04;94.5;Rear Mezzanine
0240002C05;94.5;Rear Mezzanine
0240002C06;94.5;Rear Mezzanine
0240002C07;94.5;Rear Mezzanine
0240002C08;94.5;Rear Mezzanine
0240002C09;94.5;Rear Mezzanine
0240002C10;94.5;Rear Mezzanine
0250001A01;198.45;Orchestra
0250001A02;198.45;Orchestra
0250001A03;198.45;Orchestra
0250001A04;198.45;Orchestra
0250001A05;198.45;Orchestra
0250001A06;198.45;Orchestra
0250001A07;198.45;Orchestra
0250001A08;198.45;Orchestra
0250001A09;198.45;Orchestra
0250001A10;198.45;Orchestra
0250001B01;198.45;Front Mezzanine
0250001B02;198.45;Front Mezzanine
0250001B03;198.45;Front Mezzanine
0250001B04;198.45;Front Mezzanine
0250001B05;198.45;Front Mezzanine
0250001B06;198.45;Front Mezzanine
0250001B07;198.45;Front Mezzanine
0250001B08;198.45;Front Mezzanine
0250001B09;198.45;Front Mezzanine
0250001B10;198.45;Front Mezzanine
0250001C01;147.15;Rear Mezzanine
0250001C02;147.15;Rear Mezzanine
0250001C03;147.15;Rear Mezzanine
0250001C04;147.15;Rear Mezzanine
0250001C05;147.15;Rear Mezzanine
0250001C06;147.15;Rear Mezzanine
0250001C07;147.15;Rear Mezzanine
0250001C08;147.15;Rear Mezzanine
0250001C09;147.15;Rear Mezzanine
0250001C10;147.15;Rear Mezzanine
0250002A01;198.45;Orchestra
0250002A02;198.45;Orchestra
0250002A03;198.45;Orchestra
0250002A04;198.45;Orchestra
0250002A05;198.45;Orchestra
0250002A06;198.45;Orchestra
0250002A07;198.45;Orchestra
0250002A08;198.45;Orchestra
0250002A09;198.45;Orchestra
0250002A10;198.45;Orchestra
0250002B01;198.45;Front Mezzanine
0250002B02;198.45;Front Mezzanine
0250002B03;198.45;Front Mezzanine
0250002B04;198.45;Front Mezzanine
0250002B05;198.45;Front Mezzanine
0250002B06;198.45;Front Mezzanine
0250002B07;198.45;Front Mezzanine
0250002B08;198.45;Front Mezzanine
0250002B09;198.45;Front Mezzanine
0250002B10;198.45;Front Mezzanine
0250002C01;147.15;Rear Mezzanine
0250002C02;147.15;Rear Mezzanine
0250002C03;147.15;Rear Mezzanine
0250002C04;147.15;Rear Mezzanine
0250002C05;147.15;Rear Mezzanine
0250002C06;147.15;Rear Mezzanine
0250002C07;147.15;Rear Mezzanine
0250002C08;147.15;Rear Mezzanine
0250002C09;147.15;Rear Mezzanine
0250002C10;147.15;Rear Mezzanine
0260001A01;216;Orchestra
0260001A02;216;Orchestra
0260001A03;216;Orchestra
0260001A04;216;Orchestra
0260001A05;216;Orchestra
0260001A06;216;Orchestra
0260001A07;216;Orchestra
0260001A08;216;Orchestra
0260001A09;216;Orchestra
0260001A10;216;Orchestra
0260001B01;168.75;Front Mezzanine
0260001B02;168.75;Front Mezzanine
0260001B03;168.75;Front Mezzanine
0260001B04;168.75;Front Mezzanine
0260001B05;168.75;Front Mezzanine
0260001B06;168.75;Front Mezzanine
0260001B07;168.75;Front Mezzanine
0260001B08;168.75;Front Mezzanine
0260001B09;168.75;Front Mezzanine
0260001B10;168.75;Front Mezzanine
0260001C01;120.15;Rear Mezzanine
0260001C02;120.15;Rear Mezzanine
0260001C03;120.15;Rear Mezzanine
0260001C04;120.15;Rear Mezzanine
0260001C05;120.15;Rear Mezzanine
0260001C06;120.15;Rear Mezzanine
0260001C07;120.15;Rear Mezzanine
0260001C08;120.15;Rear Mezzanine
0260001C09;120.15;Rear Mezzanine
0260001C10;120.15;Rear Mezzanine
0260002A01;216;Orchestra
0260002A02;216;Orchestra
0260002A03;216;Orchestra
0260002A04;216;Orchestra
0260002A05;216;Orchestra
